KEY ÚNICA,Sistema,Char,Status,Worker,Status,Servidor,Mainchar:,Servidor do main:
b4de6719-bc7a-4409-be8e-aaef5b0498b3,invite,Royal Zig,Concluido,Worker-Tenebrium,Processado,Tenebrium,Ziig Zag,Auroria
9c090530-b6f0-4988-a2e0-e093fd2c0f1e,invite,Chupisgole,Concluido,Worker-Tenebrium,Processado,Tenebrium,x,Auroria
ebce7a78-5204-4105-95fe-5bb4a172f7dc,invite,Poto On Tenebrium,Concluido,Worker-Tenebrium,Processado,Tenebrium,Druidekzy,Bellum
980775b2-0a08-44cb-a54c-3bf47339ea73,invite,Antipetista Bomba,Concluido,Worker-Tenebrium,Processado,Tenebrium,Japa Antipetista,Auroria
0a381def-775d-4bd7-bc23-c7a474ab3d33,invite,Marboro red,Concluido,Worker-Vesperia,Processado,Vesperia,Marborao,Tenebrium
07d3a9e9-983b-4a3f-a9d1-4cb31fc60de6,invite,Bomba Skypatrocina,Concluido,Worker-Vesperia,Processado,Vesperia,Japa Antipetista,Auroria
89e4d856-aa34-48c5-b11b-556d476aa9d4,invite,Vinaov,Concluido,Worker-Vesperia,Processado,Vesperia,Viinao,Vesperia
ac8cd18c-46e1-45dc-9991-425bfef101ef,invite,Marboro red,Concluido,Worker-Vesperia,Processado,Vesperia,Marborao,Tenebrium
7d6b7c93-56f8-4e00-8cd5-bb3e9208f787,invite,Bocca Preta,Concluido,Worker-Vesperia,Processado,Vesperia,Faelstorm,Auroria
d323a1b2-4eb1-4bcd-8012-c49159d96ee2,invite,Zig Bomb,Concluido,Worker-Vesperia,Processado,Vesperia,Ziig Zag,Auroria
56800578-7568-4126-9e1c-5ef9a4678a6e,invite,Marboro red,Concluido,Worker-Vesperia,Processado,Vesperia,Marborao,Tenebrium
e1d3ceb9-64db-42ff-823d-9dcfd5bf4bf9,invite,Nusk,Concluido,Worker-Vesperia,Processado,Vesperia,Pega Tanke,Vesperia
70a3cdfc-d60b-4af0-ba1d-91ed98a828d2,invite,Aszus,Concluido,Worker-Vesperia,Processado,Vesperia,Osh Rada,Vesperia
8b16306f-05d0-4885-8bbe-342873bc5330,invite,Marboro red,Concluido,Worker-Vesperia,Processado,Vesperia,Marborao,Tenebrium
a25a227d-334e-41f1-9f16-3644193b8746,invite,Shellzinho,Concluido,Worker-Vesperia,Processado,Vesperia,Baruk,Auroria
488660ae-3537-4b22-8514-9e72cbf78418,invite,Murruguinha Brava,Concluido,Worker-Vesperia,Processado,Vesperia,Killmas ,Auroria
0d3dfd84-8743-4b8b-a802-aaaf6a54fc89,invite,Zepequeno Galego,Concluido,Worker-Vesperia,Processado,Vesperia,x,Auroria
71087e70-b1fc-48cd-9842-ed83a1715783,invite,Bomba Skypatrocina,Concluido,Worker-Vesperia,Processado,Vesperia,Japa Antipetista,Vesperia
e27de005-7be5-4817-a01f-dff86dfb4542,invite,Elite Panxor,Concluido,Worker-Auroria,Processado,Auroria,Elder Panxor,Auroria
7d3888cc-3735-4f36-a94c-d4885ed2bb12,invite,Royal Panxor,Concluido,Worker-Auroria,Processado,Auroria,Elder Panxor,Auroria
7f006f6f-33e9-41b9-8785-689d0af876c7,invite,Kvespar,Concluido,Worker-Auroria,Processado,Auroria,oyster perpetual,Auroria
43b87817-b2e6-4037-9ccf-702432be04ad,invite,ferreira paladin,Concluido,Worker-Auroria,Processado,Auroria,ferreira paladin,Auroria
6b1a8895-3304-4b82-b8f4-fdc13e3fa74e,invite,piracicabano,Concluido,Worker-Auroria,Processado,Auroria,ferreira paladin,Auroria
351dcb45-1f16-46c7-be70-44adfc4b4595,invite,renault master,Concluido,Worker-Auroria,Processado,Auroria,ferreira paladin,Auroria
8e01e53b-cf40-4b97-b0fb-124ac7d19860,invite,Zig Vespera,Concluido,Worker-Auroria,Processado,Auroria,Ziig Zag,Auroria
abe9dd57-016b-41d6-bf1a-079f8be1593e,invite,Magistrate Monk,Concluido,Worker-Auroria,Processado,Auroria,Franky Raskolnikov,Auroria
879a4701-5504-42d4-9221-92a390d9fcb2,invite,Kvespar,Concluido,Worker-Auroria,Processado,Auroria,oyster perpetual,Auroria
10d31313-0f98-4228-8dd5-b4d91a91bfe0,invite,Jinxvs,Concluido,Worker-Auroria,Processado,Auroria,Miyukki,Auroria
f8fc3ab2-c8dd-4803-a688-b8c2d3bd417f,invite,Poto On Aureria,Concluido,Worker-Auroria,Processado,Auroria,Druidekzy,Bellum
8c33252f-238f-414e-a0b9-ad68b0e01a61,invite,Poto On Auroria,Concluido,Worker-Auroria,Processado,Auroria,Druidekzy,Auroria
f22c1880-47c8-414f-917a-0d0038cb9e3e,invite,Magistrate Monk,Concluido,Worker-Auroria,Processado,Auroria,Franky Raskolnikov,Auroria
c774e950-553b-4c0e-b348-778ec0d7e376,invite,Cruelzao,Concluido,Worker-Auroria,Processado,Auroria,Markin saagaz,Auroria
5a6ea0f2-bc31-4acc-96a9-55490b085962,invite,Zeno Ed,Concluido,Worker-Auroria,Processado,Auroria,Panzon Fulltank,Auroria
b902e57e-75b4-4f8c-8bb0-526d0cec2dc0,invite,denm,Concluido,Worker-Auroria,Processado,Auroria,Orsolettaw,Auroria
9573efd9-e0f0-4e94-a463-52b89f843cf4,invite,Ms Duseko,Concluido,Worker-Auroria,Processado,Auroria,Pipao Openview,Auroria
71951631-0541-4480-84dd-47e2b9306112,invite,Louco De Aurora,Concluido,Worker-Auroria,Processado,Auroria,Alex Testo Alta,Bellum
41c9b9b6-4ad4-4768-89b8-7de53ce003f9,invite,Bandido Bomba Um,Concluido,Worker-Auroria,Processado,Auroria,chemist,Auroria
929d19a5-24c4-4f7a-8a2e-53a69dd1c479,invite,Metamorph,Concluido,Worker-Auroria,Processado,Auroria,Curintia Cavaleiro,Auroria
f9279582-f35c-41fc-b683-c05a6754cd02,invite,Major Sd,Concluido,Worker-Auroria,Processado,Auroria,Dimebeck,Auroria
1bcc610d-55ee-4b55-b881-95c775e55d6d,invite,Zeno Ed,Concluido,Worker-Auroria,Processado,Auroria,Panzon Fulltank,Auroria
7030492b-34ce-4cd0-8048-4b99f24e9594,invite,Antsxcial,Concluido,Worker-Auroria,Processado,Auroria,Ark diamond ,Vesperia
2fb84f93-57e4-42a3-9342-30b8080c51bc,invite,Ms Duseko,Concluido,Worker-Auroria,Processado,Auroria,Pipao Openview,Auroria
a1b535c2-e3d9-4632-9eb7-613bda3ecb56,invite,Envycore,Concluido,Worker-Auroria,Processado,Auroria,Gol di Roberth,Auroria
962fa32b-d9b9-46ea-baa1-16a59bfc01f5,invite,Duke Nukkem Grimera,Concluido,Worker-Auroria,Processado,Belaria,Barizzon,Bellum
f278d8eb-3b13-4eb8-87ce-b50a074754f8,invite,Slur on belaria,Concluido,Worker-Belaria,Processado,Belaria,Pipao openview,Auroria
b49a00bd-c8c6-467c-9267-f8c3c94f04ab,invite,Vinao Defender,Concluido,Worker-Belaria,Processado,Belaria,Viinao,Auroria
ab03865d-4168-4543-bdc9-889f2aacac33,invite,Orvix,Concluido,Worker-Belaria,Processado,Belaria,Japa Antipetista,Auroria
14b25642-6e12-4279-a07a-540270b7246f,invite,Kryssfal,Concluido,Worker-Belaria,Processado,Belaria,Faelstorm,Auroria
6f2f3e90-0218-4f2f-ad36-d9a859e8bb53,invite,Zig Belaria,Concluido,Worker-Belaria,Processado,Belaria,Ziig Zag,Auroria
ce4047fa-279e-42a6-95f9-c102a377a404,invite,Charuto Mecanico,Concluido,Worker-Belaria,Processado,Belaria,x,Auroria
56e31797-2096-4a43-ac8d-31915c708225,invite,Neurozyh,Concluido,Worker-Belaria,Processado,Belaria,x,Auroria
c5207dd5-7635-4012-9abc-7260b5a32c0a,invite,Poto On Belaria ,Concluido,Worker-Belaria,Processado,Belaria,Druidekzy,Bellum
957573b1-f180-4d67-bd3c-da746a7bd0d1,invite,Orvix,Concluido,Worker-Belaria,Processado,Belaria,Japa Antipetista,Auroria
98d98e86-2923-4bae-9ec9-b03c544b031e,invite,Verlloren Paralyse,Concluido,Worker-Belaria,Processado,Belaria,Finardi Arrogante,Auroria
4aeb5cfa-63b2-4fda-9b56-5a612ad0a940,invite,the ivandragon,Concluido,Worker-Belaria,Processado,Belaria,Orsolettaw,Auroria
0b266a3c-df20-413c-9e87-fd765caf6eb6,invite,Paralize Bombao,Concluido,Worker-Belaria,Processado,Belaria,Dezvix Campeao,Auroria
c6733a54-3808-4459-b787-3e88939686dc,invite,Paralize Bombao,Concluido,Worker-Belaria,Processado,Belaria,Devzix Campeao,Auroria
8646ad9a-0aed-488c-ad6f-0308fa8a9089,invite,Curintia Curandeiro,Concluido,Worker-Belaria,Processado,Belaria,Curintia Cavaleiro,Auroria
d10a6345-ed77-420c-9388-f32e158b2f77,invite,Morgana Blood,Concluido,Worker-Belaria,Processado,Belaria,Dimebeck,Auroria
10410c42-b210-41cd-ab9e-bbff494eea1a,invite,Suponho,Concluido,Worker-Belaria,Processado,Belaria,Hootler,Auroria
2ae24eeb-b11d-48b3-b29e-3f8151784d76,invite,Fui Ubrigaduafazer,Concluido,Worker-Belaria,Processado,Belaria,Heal Glock,Tenebrium
d3e0b0fa-9269-41c4-b476-d240ba334eb6,invite,Nerso Belaria,Concluido,Worker-Belaria,Processado,Belaria,Nerso Nightmare,Belaria
220b5715-c4d7-4df9-b058-5210779eb5c4,invite,Amansa loco ,Concluido,Worker-Belaria,Processado,Bellum,Pipao openview,Auroria
50192bb8-021b-4dfb-b2cc-333f81d1a6ff,invite,	 Lakittaao on rubinot,Concluido,Worker-Bellum,Processado,Bellum,oyster perpetual,Bellum
8dba94b4-1c27-4013-a6e4-48c601051115,invite,Japa On Spectrum,Concluido,Worker-Bellum,Processado,Bellum,Japa Antipetista,Auroria
1f2f6f2a-e406-400c-8481-e1a84963aa06,invite,Vinaob,Concluido,Worker-Bellum,Processado,Bellum,Viinao,Auroria
1eaac999-648d-4e5c-921d-15275f5de12e,invite,Krysfal Buscaemcasa,Concluido,Worker-Bellum,Processado,Bellum,Faelstorm,Auroria
48cec7de-8037-41e0-b1a7-7131c8a0e34b,invite,Stu Lee,Concluido,Worker-Bellum,Processado,Bellum,Faelstorm,Auroria
eec3334e-ec5b-4be2-b0ef-a78fb4fc397f,invite,Zig Bellum,Concluido,Worker-Bellum,Processado,Bellum,Ziig Zag,Auroria
045065b8-a198-45eb-81ec-5f0dbd53e0b3,invite,Lakittaao on rubinot,Concluido,Worker-Bellum,Processado,Bellum,oyster perpetual,Auroria
022f8a27-3148-4d01-8c99-8884372acf6d,invite,Filgas,Concluido,Worker-Bellum,Processado,Bellum,x,Auroria
da288acf-4651-4844-851c-bb2f08678639,invite,Japa On Spectrum,Concluido,Worker-Bellum,Processado,Bellum,Japa Antipetista,Bellum
d0055958-99c1-441b-9191-3ef1d40f59cc,invite,Sorcerzenho,Concluido,Worker-Bellum,Processado,Bellum,Orsolettaw,Auroria
eedfe33e-15ce-4628-9a38-8e2747ac8f38,invite,Elder The Paralizer,Concluido,Worker-Bellum,Processado,Bellum,Dezvix Campeao,Auroria
fcb30f8a-cb40-49ab-b5ba-cc8645da95df,invite,Elder The Paralizer,Concluido,Worker-Bellum,Processado,Bellum,Devzix Campeao,Auroria
6acacead-17aa-4111-9b83-b928e549cdcf,invite,Tio Trevas,Concluido,Worker-Bellum,Processado,Bellum,Tio Hex,Bellum
41e4eefa-79d7-47ab-937d-8954079291a3,invite,Colizaoo,Concluido,Worker-Bellum,Processado,Bellum,Colizaoo,Bellum
e7a69bdb-a50c-42e4-b0d0-392eeb3d3ba0,invite,Dimezera,Concluido,Worker-Bellum,Processado,Bellum,Dimebeck,Auroria
0bd66160-e846-4e45-a3c9-5b4ae7dc649e,invite,Zeroum Bombinha,Concluido,Worker-Bellum,Processado,Bellum,Hootler,Auroria
f7c39135-0bf4-48d8-ac45-0597aef0af55,invite,Daddys Family,Concluido,Worker-Bellum,Processado,Bellum,Heal Glock,Tenebrium
c9230f32-e685-4840-bcd9-1ca49ae48266,invite,frisanco,Concluido,Worker-Bellum,Processado,Bellum,Metamorph,Auroria
f7ffe40b-8d5d-4e56-915b-42ff03de0138,invite,Makerzao Pippao ,Concluido,Worker-Bellum,Processado,Tenebrium,Pipao openview,Auroria
ba336b9c-a8bb-4fab-baa4-a7481bedfe2d,invite,Antipetista Bomba,Concluido,Worker-Tenebrium,Processado,Tenebrium,Japa Antipetista,Auroria
a0a3fa1f-b934-4d7a-9e2a-9a5aaa5a4ad2,invite,Vinaot,Concluido,Worker-Tenebrium,Processado,Tenebrium,Viinao,Auroria
19029626-59db-450b-bbe8-c0c87dd920b2,invite,Royal Zig,Concluido,Worker-Tenebrium,Processado,Tenebrium,Ziig Zag,Auroria
8d4fdc60-55d5-489a-bbd9-bfc419d6fd44,invite,Chupisgole,Concluido,Worker-Tenebrium,Processado,Tenebrium,x,Auroria
4b3113b6-5bdf-440a-a42a-610b7419b484,invite,Poto On Tenebrium,Concluido,Worker-Tenebrium,Processado,Tenebrium,Druidekzy,Bellum
727810b5-48f3-4c23-8445-d62d22151afa,invite,Antipetista Bomba,Concluido,Worker-Tenebrium,Processado,Tenebrium,Japa Antipetista,Auroria
9148a620-6342-409f-8e61-b9607c499c0f,invite,Monge loide,Concluido,Worker-Tenebrium,Processado,Tenebrium,Monge loide,Tenebrium
4295b01b-3b8a-4be0-9e6e-77378a6c21cc,invite,tonhao tenebrista,Concluido,Worker-Tenebrium,Processado,Tenebrium,Orsolettaw,Auroria
04caf481-8278-4630-a69a-70bd6a57e0b9,invite,Druidzix Tacaparalyze,Concluido,Worker-Tenebrium,Processado,Tenebrium,Devzix Campeao,Auroria
937d3b27-6c33-43c1-a24e-610ed45a1292,invite,Lux Abracadabrao,Concluido,Worker-Tenebrium,Processado,Tenebrium,Curintia Cavaleiro,Auroria
15b50b1a-cfec-4813-9670-d63b7b46ddc1,invite,Vtge Culture,Concluido,Worker-Tenebrium,Processado,Tenebrium,Dimebeck,Auroria
2770a884-68ca-42b8-a975-d31397775662,invite,Masacre In Tenebrium,Concluido,Worker-Tenebrium,Processado,Tenebrium,Hootler,Auroria
7471032b-f79f-453f-976e-81ec67a944a6,invite,Marboro red,Concluido,Worker-Vesperia,Processado,Vesperia,Marborao,Tenebrium
8663cc92-ea73-4e68-b487-76f7e01d2e9c,invite,Bomba Skypatrocina,Concluido,Worker-Vesperia,Processado,Vesperia,Japa Antipetista,Auroria
c5dcfab7-8b3c-4f01-91f6-737bab892b65,invite,Vinaov,Concluido,Worker-Vesperia,Processado,Vesperia,Viinao,Vesperia
bb6e2f99-05b4-4eb9-9d3e-d0b63f97ec36,invite,Marboro red,Concluido,Worker-Vesperia,Processado,Vesperia,Marborao,Tenebrium
14899310-fecb-4631-9da0-29eeef785acd,invite,Bocca Preta,Concluido,Worker-Vesperia,Processado,Vesperia,Faelstorm,Auroria
06851224-1fe0-4fd9-9116-bff3aeb980f5,invite,Zig Bomb,Concluido,Worker-Vesperia,Processado,Vesperia,Ziig Zag,Auroria
79e43790-ecb9-45ea-843d-fd2199f7c9cd,invite,Marboro red,Concluido,Worker-Vesperia,Processado,Vesperia,Marborao,Tenebrium
f59ed910-71e0-4809-8b0a-1f5582e69d02,invite,Nusk,Concluido,Worker-Vesperia,Processado,Vesperia,Pega Tanke,Vesperia
220420fa-5bcb-41d3-ad91-166fa7d311e0,invite,Aszus,Concluido,Worker-Vesperia,Processado,Vesperia,Osh Rada,Vesperia
89230856-9958-4111-ac57-b14f0e49f1b0,invite,Marboro red,Concluido,Worker-Vesperia,Processado,Vesperia,Marborao,Tenebrium
722aacd2-1b96-4419-984c-b51e7adf3804,invite,Shellzinho,Concluido,Worker-Vesperia,Processado,Vesperia,Baruk,Auroria
6aacf05d-9b06-44eb-b8cd-d0f0e5149f7f,invite,Murruguinha Brava,Concluido,Worker-Vesperia,Processado,Vesperia,Killmas ,Auroria
816a7013-c8fe-4f29-9df0-fc90030c4120,invite,Zepequeno Galego,Concluido,Worker-Vesperia,Processado,Vesperia,x,Auroria
b506a6d6-0fe3-481d-b166-8e66741244f5,invite,Bomba Skypatrocina,Concluido,Worker-Vesperia,Processado,Vesperia,Japa Antipetista,Vesperia
1deac613-e608-46c2-a363-0ca3661bdddf,invite,Maker te sola,Concluido,Worker-Vesperia,Processado,Vesperia,Abadia ,Bellum
0e8a1309-a930-4ccf-83d1-583df75b50a1,invite,Master Duck,Concluido,Worker-Vesperia,Processado,Vesperia,Placenta,Bellum
9a59c3b6-0144-4b2c-9c22-e95bab0e47e5,invite,Mainquing ed,Concluido,Worker-Vesperia,Processado,Vesperia,Monte loide,Tenebrium
6f581e3f-b56d-406c-9222-a69c72b9a683,invite,del rey on,Concluido,Worker-Vesperia,Processado,Vesperia,Orsolettaw,Auroria
324faad2-760d-4138-9e0c-3f869b90314a,invite,Predozix On Vesperia,Concluido,Worker-Vesperia,Processado,Vesperia,Devzix Campeao,Auroria
e0b3ff58-5e6a-45d0-83d6-9ba1db13bbfe,invite,Malveria Bombao,Concluido,Worker-Vesperia,Processado,Vesperia,Devzix Campeao,Auroria
d0acbd90-8b38-4771-8950-a00b97e54ef1,invite,Droga Morri,Concluido,Worker-Vesperia,Processado,Vesperia,Pipao Openview,Auroria
5f2f2755-45ae-43ec-83d7-405ec61e56e5,invite,Terror Bope Panq,Concluido,Worker-Vesperia,Processado,Vesperia,Cyrostore,Bellum
e40ffcfc-abaf-4441-a3d8-d0eea7a8c36f,invite,Alex Testo Baixa,Concluido,Worker-Vesperia,Processado,Vesperia,Alex Testo Alta,Bellum
5e76a9bb-d9e2-496e-a553-418f67945577,invite,Sessionoff,Concluido,Worker-Vesperia,Processado,Vesperia,Session,Bellum
fc062125-729a-4d50-80b4-82ae568a157f,invite,Baskura Ed,Concluido,Worker-Vesperia,Processado,Vesperia,Curintia Cavaleiro,Auroria
58e6fff7-f5cc-4288-8bcc-e2c902b9d730,invite,Shadow Smoke,Concluido,Worker-Vesperia,Processado,Vesperia,Dimebeck,Auroria
5072f253-b912-4414-ba1a-69a4ada9e524,invite,Aka Klaus,Concluido,Worker-Vesperia,Processado,Vesperia,Hootler,Auroria
d7571b62-a7fa-46dc-8471-9b976e7ac052,invite,Heal On Vesperian,Concluido,Worker-Vesperia,Processado,Vesperia,Heal Glock,Vesperia
eb397aa0-2285-443c-a08a-66270ff2e938,invite,Baskura Ed,Concluido,Worker-Vesperia,Processado,Vesperia,Metamorph,Auroria
4482c6cb-633b-401f-8d12-daaa393a73e0,invite,Pablo Vegetti Nightmare,Concluido,Worker-Vesperia,Processado,Vesperia,Nerso Nightmare,Vesperia
af745286-0100-4fcc-b330-fa3959c58ce7,invite,Upa Parado,Concluido,Worker-Tenebrium,Processado,Auroria,Nerso Nightmare,Auroria
2ad126c0-d021-475f-a5bc-9846d6ec41a0,invite,Kit warwin ,Concluido,Worker-Auroria,Processado,Auroria,Kit warwin ,Auroria
7c9d434c-52a1-4edf-8a5f-828101c43514,invite,Batata Rafous,Concluido,Worker-Auroria,Processado,Auroria,Barash,Bellum
10f6841b-47cd-40bf-82fe-97ca2b6302e9,invite,Cwb Igui,Concluido,Worker-Auroria,Processado,Auroria,Cwb Ek,Bellum
4fd66e3a-120a-43b7-99f9-f0d60d83817e,invite,Ditcheva Auroria,Concluido,Worker-Auroria,Processado,Auroria,Dakota Ditcheva,Bellum
0fb21aec-1927-4b6c-9c00-96a0bb957e79,invite,Kerry Kaberga,Concluido,Worker-Auroria,Processado,Auroria,Druidezky,Bellum
b2d98624-c963-4991-94ce-42fa08967319,invite,Ceazera,Concluido,Worker-Auroria,Processado,Auroria,Ceazera,Auroria
5f0a7e25-1a76-450a-a4e0-cbf53ebc87a2,invite,Major Sd,Concluido,Worker-Auroria,Processado,Auroria,Dimebeck,Auroria
25f0c3d5-1561-4041-84f7-1e10b7296662,invite,mestre deboxe,Concluido,Worker-Auroria,Processado,Auroria,Tayna showza,Vesperia
48c66807-d14c-4abb-a574-f09b281cb770,invite,Lord Jashiramus,Concluido,Worker-Auroria,Processado,Auroria,Godzzer,Auroria
ee5701a5-6396-4208-ac24-9e9587bbd521,invite,Royal Rock ,Concluido,Worker-Auroria,Processado,Auroria,Bucha Paladin ,Vesperia
8c8d916a-d5df-491e-88b3-5c39b48f6715,invite,Zlatan Ibrahimoviic,Concluido,Worker-Auroria,Processado,Auroria,Pizza Hut,Bellum
26cca31f-b1e6-4fbf-8dd1-f0e96026c72e,invite,Smoking Paliteiro,Concluido,Worker-Auroria,Processado,Auroria,bevz cachaceiro,Bellum
ae3f24a2-22b6-4d0b-beec-79a4537b7525,invite,Poko Killer,Concluido,Worker-Auroria,Processado,Auroria,Saenz Dragonheart,Vesperia
8a5fead4-6d21-4213-825c-7c7acbeecf6a,invite,Fox Mind,Concluido,Worker-Auroria,Processado,Auroria,Fox Mind,Auroria
3f9dcbe7-1466-4f4e-b534-000c159acd4e,invite,Kzintareth,Concluido,Worker-Auroria,Processado,Auroria,Vinizsz,Auroria
0dbc1267-de40-462a-81fd-7dfe71ccd1c1,invite,Gor dones,Concluido,Worker-Auroria,Processado,Auroria,Gor dones,Auroria
b13c7c8b-c92e-41a2-9dbc-7b150b716997,invite,Andre Rendafixa,Concluido,Worker-Auroria,Processado,Auroria,Kit warwin ,Auroria
74b07a61-0401-43dc-b926-0616fd71b4fd,invite,Admiral Zero,Concluido,Worker-Auroria,Processado,Auroria,Marshal Huckleberry,Auroria
2bad12e4-98cb-42a5-a7e3-e251e9de8d5d,invite,Cwb Igui,Concluido,Worker-Auroria,Processado,Auroria,Cwb Ek,Bellum
fda57f49-bd91-498c-a30b-b2798bfa522b,invite,Andre Rendafixa,Concluido,Worker-Auroria,Processado,Auroria,Kit Warwin ,Auroria
2e396e78-a9e4-4fdf-8710-327e3474d515,invite,Feijão Texasteam,Concluido,Worker-Auroria,Processado,Auroria,Feiijao Texasteam,Auroria
2ef90baa-4f30-42a9-a5b0-c4261699dd9d,invite,Wolf Paladin,Concluido,Worker-Auroria,Processado,Auroria,Ziig Zag,Auroria
3895282a-550a-4858-a510-3156a03fe586,invite,Alabasto,Concluido,Worker-Auroria,Processado,Auroria,Banzay Mage,Auroria
a2876257-1ebe-4264-8a5a-90f22d7549e7,invite,Bicho Vai Pegar,Concluido,Worker-Auroria,Processado,Auroria,Manda Audiio,Bellum
eba861e9-b9cc-4cfb-b3fa-c789f6f6c71a,invite,Churreia,Concluido,Worker-Auroria,Processado,Auroria,Cassin obemvenceu,Vesperia
55e8478f-975a-4173-9c1d-211ed7131649,invite,Motoboy de verão ,Concluido,Worker-Auroria,Processado,Auroria,Motonoia,Bellum
bc1ec419-063b-4d7c-9c80-bea30b760553,invite,Lucky Strike Double,Concluido,Worker-Auroria,Processado,Auroria,Lucky Strike Double,Auroria
8c3ee260-1ef3-4d62-a209-168b43424a9f,invite,Crie so pra te fazer red,Concluido,Worker-Auroria,Processado,Auroria,Izanaa,Bellum
b8095572-4ee0-40c0-aed4-4864455e2c01,invite,Sweetzinhasz,Concluido,Worker-Auroria,Processado,Auroria,Sweetzinha,Bellum
1a5c84d8-9bb0-43a2-bdc8-d708c502ee12,invite,Segurafull Segurafull,Concluido,Worker-Auroria,Processado,Auroria,Vini,Bellum
ffedf3e2-b756-4b65-a7de-14f2e7e4bc76,invite,Zaackross,Concluido,Worker-Belaria,Processado,Belaria,Barash,Bellum
cfabba47-4a3e-4ce4-9aaa-9533f8fa1edf,invite,Ditcheva Belaria,Concluido,Worker-Belaria,Processado,Belaria,Dakota Ditcheva,Bellum
baed5648-5abe-40cf-9710-ab6a6141496e,invite,Gwen Ellis,Concluido,Worker-Belaria,Processado,Belaria,Cwb Ek,Bellum
835fb846-ccfa-4c79-970c-318014ba559c,invite,Famizz,Concluido,Worker-Belaria,Processado,Belaria,Tavaao,Vesperia
358f1674-68f4-4ea5-8183-790216bd6c61,invite,Tum The Wicked,Concluido,Worker-Belaria,Processado,Belaria,Amora Gilgamesh,Vesperia
286d7ebb-a5b2-40ed-96a8-6ea030177d4a,invite,whiz storm,Concluido,Worker-Belaria,Processado,Belaria,tayna showza,Vesperia
e7ad386d-187e-4460-9ec7-bbe656f5af68,invite,Otto Makerzin,Concluido,Worker-Belaria,Processado,Belaria,Otto Lara,Vesperia
ba5f0797-b54f-4016-9a06-42acb1419914,invite,Feeh paralyze,Concluido,Worker-Belaria,Processado,Belaria,Ark diamond,Belaria
6a23a382-22ea-4d1e-81f2-6eb4a4e539f6,invite,Druid bomba Vesperia,Concluido,Worker-Belaria,Processado,Belaria,Vrenk Valhalla,Vesperia
9992193c-d4b9-40bd-953c-c89d42685c96,invite,Nininhoz Maker,Concluido,Worker-Belaria,Processado,Belaria,Saenz Dragonheart,Belaria
3b91aa3b-3372-4fd8-941d-15a61c6bc21d,invite,Sandy do Junior,Concluido,Worker-Belaria,Processado,Belaria,King Punish,Vesperia
f3038149-fc1b-46f6-aa62-7fb3d39c0db1,invite,Tefim Naveslandia,Concluido,Worker-Belaria,Processado,Belaria,tefim catarina,Vesperia
a576fd8c-3976-444b-a70f-adc10fa3fa45,invite,Lil lewis,Concluido,Worker-Belaria,Processado,Belaria,Papito Chulozorde,Vesperia
ff65b9c9-7125-4de2-944f-93ca1939940f,invite,Me cura caraio,Concluido,Worker-Belaria,Processado,Belaria,Paulin Fucklove,Belaria
338eac97-8dc7-4eb8-b4df-4113c401eb56,invite,Magic Mushrooms,Concluido,Worker-Belaria,Processado,Belaria,DAbl Iw,Bellum
59bb7af6-7c1c-4d95-85ec-12d92f20a9f3,invite,Vladmir Top,Concluido,Worker-Belaria,Processado,Belaria,Cezrath Monarch,Vesperia
799c60cf-a01d-4960-ab51-229ca4e4b31e,invite,Xaall,Concluido,Worker-Belaria,Processado,Belaria,Gor dones,Auroria
e4175a39-0982-4c79-a18c-32cd96cbfbe9,invite,Domador de Poneii,Concluido,Worker-Belaria,Processado,Belaria,Bow De Fogo,Vesperia
e1655817-3488-4d62-8e2e-c729c8c24b3e,invite,Gwen Ellis,Concluido,Worker-Belaria,Processado,Belaria,Cwb Ek,Bellum
2fcae794-0efe-4b30-a2ad-8e86e2d6f6bb,invite,Navyseal Bira,Concluido,Worker-Belaria,Processado,Belaria,Dan Alves,Vesperia
09b589e0-0a7b-424d-bf74-3771e772cdf0,invite,Bicho Ta Pegano,Concluido,Worker-Belaria,Processado,Belaria,Manda Audiio,Belaria
ca06f331-7c4e-4296-894b-4e42ac96b167,invite,Maceio Bombinha,Concluido,Worker-Belaria,Processado,Belaria,Lucky Strike Double,Auroria
c7ee00be-e467-49e1-8692-959f27fea0d7,invite,Mano Kabulozo,Concluido,Worker-Belaria,Processado,Belaria,Vini,Bellum
e74c3106-1c67-48db-a002-4f7780d77c29,invite,Ftz,Concluido,Worker-Bellum,Processado,Bellum,Elfus Franciozi,Auroria
b7328412-2bfc-4f80-b668-5cd40c8df4e1,invite,Miyazono,Concluido,Worker-Bellum,Processado,Bellum,Lyipeh,Bellum
dab25f19-6892-4aae-9040-f45efd964a3b,invite,Xubilubiluh,Concluido,Worker-Bellum,Processado,Bellum,Rigas,Bellum
697ed59f-1593-4e52-ba16-5cfbd4e8af38,invite,Lords sos,Concluido,Worker-Bellum,Processado,Bellum,Rigas,Bellum
6c5e0613-e208-485c-8b79-4cdd6eda821f,invite,pig alado bellum,Concluido,Worker-Bellum,Processado,Bellum,tayna showza,Vesperia
3bfde362-ff22-45dd-a215-ba4362ab0318,invite,Mago Roxo,Concluido,Worker-Bellum,Processado,Bellum,Sildekiinhow,Bellum
7ac1c956-298e-43f5-94f0-9ec8ec2398f5,invite,Master Mister Pela,Concluido,Worker-Bellum,Processado,Bellum,Pelucon,Auroria
26a5046f-07d9-4122-b772-e5a923764f19,invite,Jashis Ed,Concluido,Worker-Bellum,Processado,Bellum,Godzzer,Auroria
